max_throttle,min_throttle,throttle_ramp_rate,safety_margin,rollout_distance,pursuit_lookahead,pursuit_blend,progress_weight,clearance_weight,smoothness_weight,steering_penalty_weight,gap_alignment_weight,turn_commitment_weight,max_steering_delta,temporal_blend,disparity_threshold,max_jump_distance,history_penalty_radius,history_penalty_weight,gap_threshold_scale,max_gap_threshold,turn_prediction_gain,forward_critical_distance,forward_warning_distance,forward_caution_distance,laps_completed,runtime,avg_lap_time,lap_consistency,collisions,collisions_per_lap,success,endurance_score
0.35,0.07,0.005,0.18,3,1.2,0.5,2,2,-1.5,-0.3,2,7,0.08,0.2,0.7,1.5,0.8,1,0.6,3,0.1,0.3,1,1.2,6,76.1797196865082,12.6966199477514,2.10051481654498,50,8.33333333333333,0,-952.244123952103
0.25,0.03,0.03,0.08,1.5,2.4,0.3,6,4,-0.5,-0.1,2,7,0.06,0.2,0.25,1.5,1.5,4,0.45,2.5,0.1,0.7,0.6,1.2,13,134.221330881119,10.3247177600861,0.480772329703811,50,3.84615384615385,0,-833.215656048734
0.4,0.07,0.03,0.16,2.5,1.8,0.4,1,2,-2,-0.5,1,4,0.04,0.1,0.4,2,1,6,0.6,2,0.2,0.7,1.3,1.5,14,114.732013940811,8.19514385291508,0.733175881487224,50,3.57142857142857,0,-814.153739039724
0.15,0.05,0.02,0.12,2.5,2.1,0.8,4,4,-2.5,-0.3,1,5,0.06,0.1,0.4,2,0.8,6,0.25,2.5,0.1,0.7,1,1.2,12,135.037474393845,11.2531228661537,0.380999895669665,1,0.0833333333333333,0,129.962193356267
0.35,0.07,0.03,0.18,2,1.2,0.7,5,1,-1,-0.7,1,1,0.08,0.1,0.7,1.2,1,1,0.45,3,0.35,0.4,1.3,1.2,14,113.69682598114,8.12120185579572,0.609901847307769,50,3.57142857142857,0,-813.352513876028
0.45,0.07,0.02,0.12,2.5,2.4,0.5,2,1,-2.5,-0.3,0.5,5,0.12,0.05,0.5,0.8,0.8,8,0.35,2.5,0.1,0.3,1.3,1.5,11,88.795378446579,8.07230713150718,0.248021435734822,50,4.54545454545455,0,-856.420875007442
0.3,0.03,0.03,0.12,2.5,1.8,0.2,4,1,-0.5,-0.1,1,4,0.12,0.15,1,1.2,1.2,2,0.25,2.5,0.5,0.5,0.6,2,15,118.799742937088,7.91998286247253,0.274507720042339,32,2.13333333333333,1,-436.172495756393
0.4,0.03,0.015,0.22,1.5,1.8,0.6,5,2,-1,-0.7,2,5,0.08,0.3,0.7,1.2,1.5,4,0.25,1.5,0.25,0.7,0.6,1.5,7,71.4150855541229,10.2021550791604,0.594090574282946,50,7.14285714285714,0,-923.475840569316
0.25,0.03,0.015,0.16,2,2.1,0.6,6,1,-2.5,-0.5,1,1,0.04,0.3,1,1.5,1,1,0.25,3,0.1,0.4,0.8,1,14,135.019881248474,9.64427723203387,0.520890246008921,42,3,0,-656.715144310129
0.45,0.07,0.01,0.12,3.5,1.5,0.5,6,5,-2,-0.5,1,5,0.06,0.2,0.5,1.2,0.8,2,0.6,2.5,0.2,0.7,1,1.2,2,44.1087415218353,22.0543707609177,999,50,25,0,-6020.13592690229
0.35,0.07,0.02,0.1,2.5,2.4,0.3,5,5,-1.5,-0.3,2,4,0.04,0.05,0.4,2,1.5,4,0.25,1.5,0.35,0.3,1.3,2,15,108.649743795395,7.24331625302633,0.329914656364117,42,2.8,1,-634.757863914386
0.15,0.05,0.005,0.12,2.5,2.1,0.2,5,1,-1.5,-0.1,2,6,0.1,0.05,1,2,1.5,6,0.35,2,0.5,0.4,1.3,1.2,9,135.030915260315,15.0034350289239,0.301846856641402,1,0.111111111111111,0,75.9821781444833
0.3,0.05,0.02,0.18,2,1.2,0.8,3,4,-1,-0.5,1,7,0.12,0.05,0.7,0.8,1,1,0.35,3,0.2,0.4,1.3,1.5,14,135.014460086823,9.64389000620161,0.753490235049619,40,2.85714285714286,0,-617.877176190752
0.4,0.03,0.02,0.12,3.5,1.5,0.5,6,3,-2,-0.1,2,2,0.12,0.1,0.25,0.8,1,6,0.6,3,0.25,0.4,0.6,2,0,32.2083644866943,999,999,50,50,0,-8492.5
0.15,0.03,0.015,0.08,2.5,1.5,0.7,1,5,-1,-0.5,2,1,0.08,0.2,1,1.5,2,8,0.25,2,0.5,0.7,0.8,1.2,13,135.041508674622,10.3878083595863,0.0937978601806722,0,0,0,168.561489800131
0.3,0.07,0.02,0.12,3.5,1.5,0.2,1,3,-2,-0.1,1,5,0.12,0.1,0.5,0.8,1.5,2,0.45,3,0.35,0.3,0.8,1,1,38.3886964321136,38.3886964321136,999,50,50,0,-6075.97174108028
0.35,0.05,0.01,0.22,3,2.1,0.4,3,5,-0.5,-0.7,2.5,6,0.12,0.3,0.25,1.5,0.8,8,0.45,1.5,0.25,0.3,1.3,1.5,0,47.5855033397675,999,999,50,50,0,-8492.5
0.4,0.03,0.015,0.08,3,1.5,0.4,2,1,-2.5,-0.3,1,7,0.12,0.1,0.4,1.5,0.8,4,0.45,2,0.1,0.5,1.3,1.5,13,107.731998205185,8.28707678501423,0.551474455517639,50,3.84615384615385,0,-828.475064240124
0.35,0.05,0.015,0.2,3,1.2,0.5,6,1,-2,-0.5,1.5,6,0.06,0.3,1,1.2,1.5,2,0.25,3,0.1,0.7,0.8,2,0,44.2699973583221,999,999,50,50,0,-8492.5
0.2,0.05,0.03,0.16,3,2.4,0.8,3,5,-1,-0.7,2.5,2,0.1,0.3,1,2,1.5,2,0.45,2,0.2,0.7,1.3,1.5,10,135.014169931412,13.5014169931412,0.217756300370434,32,3.2,0,-524.842323984705
0.2,0.07,0.02,0.12,3,1.5,0.7,2,5,-2,-0.7,2.5,3,0.04,0.1,0.4,0.8,0.8,4,0.25,2.5,0.1,0.3,0.6,1.2,14,135.015228748322,9.6439449105944,0.556296589248871,35,2.5,0,-516.89134522273
0.3,0.07,0.01,0.08,2,2.1,0.2,2,5,-2.5,-0.1,0.5,1,0.06,0.2,0.25,1.5,0.8,8,0.45,2,0.25,0.3,0.6,1,11,95.0366895198822,8.63969904726202,0.847224575054534,50,4.54545454545455,0,-860.835370493428
0.45,0.03,0.02,0.2,2.5,1.8,0.4,2,5,-0.5,-0.7,1,4,0.12,0.1,0.5,2,1.5,6,0.45,1.5,0.35,0.4,1,1,9,83.4800987243652,9.27556652492947,0.503345649664875,50,5.55555555555556,0,-890.705644560648
0.2,0.07,0.005,0.16,1.5,1.2,0.6,6,1,-1.5,-0.9,2,1,0.06,0.2,0.5,1.2,0.8,8,0.6,2.5,0.5,0.5,0.6,1.2,13,135.06431388855,10.3895626068115,0.454363816880847,22,1.69230769230769,0,-273.245725601433
0.15,0.07,0.02,0.18,3.5,2.4,0.5,4,2,-2.5,-0.1,0.5,4,0.04,0.15,0.25,0.8,0.8,1,0.6,3,0.2,0.3,0.6,2,0,34.111396074295,999,999,50,50,0,-8492.5
0.25,0.05,0.02,0.14,2,2.4,0.2,6,2,-1.5,-0.9,0.5,5,0.08,0.15,0.5,1.5,1,2,0.35,2,0.1,0.7,0.8,1.2,15,124.293871879578,8.28625812530518,0.275694252603175,37,2.46666666666667,1,-537.094116576279
0.2,0.05,0.02,0.16,3,1.2,0.5,3,1,-1.5,-0.9,0.5,7,0.12,0.1,1,0.8,0.8,6,0.6,2.5,0.5,0.4,0.8,1.2,6,96.5455243587494,16.0909207264582,5.20523276400689,50,8.33333333333333,0,-976.25346563618
0.3,0.07,0.01,0.12,2.5,2.4,0.7,5,1,-1.5,-0.5,0.5,2,0.1,0.15,1,2,1.5,2,0.6,1.5,0.35,0.7,1.3,1,14,132.037178754807,9.43122705391475,0.329835361163987,50,3.57142857142857,0,-815.227244440607
0.4,0.03,0.005,0.22,3,2.1,0.2,3,4,-2.5,-0.1,2.5,6,0.08,0.2,0.7,0.8,1.2,1,0.6,3,0.25,0.5,1.3,1,0,42.9430422782898,999,999,50,50,0,-8492.5
0.2,0.03,0.01,0.22,3,2.4,0.7,1,2,-0.5,-0.3,1.5,3,0.08,0.15,0.5,2,2,4,0.25,1.5,0.2,0.4,1,2,1,66.0928018093109,66.0928018093109,999,50,50,0,-6145.23200452328
0.45,0.03,0.015,0.12,2.5,2.4,0.8,5,3,-2,-0.9,2,5,0.1,0.05,0.25,2,1.5,6,0.25,3,0.25,0.5,0.8,1.2,9,77.2979686260223,8.58866318066915,0.373777281644307,50,5.55555555555556,0,-888.340544359894
0.45,0.05,0.01,0.18,3,2.1,0.5,3,5,-1,-0.9,1.5,5,0.12,0.1,0.5,1.5,0.8,2,0.25,2.5,0.5,0.5,1,1.5,2,46.8759648799896,23.4379824399948,999,50,25,0,-6023.59495609999
0.25,0.05,0.005,0.16,3,2.1,0.7,1,1,-1.5,-0.7,0.5,7,0.06,0.15,0.5,0.8,1.2,8,0.35,1.5,0.2,0.3,0.6,1,11,135.034314632416,12.2758467847651,1.30586549132056,43,3.90909090909091,0,-732.218944418515
0.45,0.05,0.02,0.22,2.5,1.5,0.7,4,3,-2.5,-0.7,2,4,0.06,0.3,0.5,1.2,1.2,2,0.6,2,0.5,0.4,0.8,1.2,12,103.717810153961,8.64315084616343,0.385695446814092,50,4.16666666666667,0,-843.536354349479
0.3,0.03,0.005,0.08,1.5,1.5,0.3,5,1,-1,-0.9,2.5,7,0.04,0.2,1,1.2,1,4,0.35,3,0.35,0.3,0.6,1,5,73.3488755226135,14.6697751045227,1.43765267872114,50,10,0,-968.862701154912
0.15,0.05,0.01,0.08,1.5,1.8,0.7,5,1,-2.5,-0.5,0.5,5,0.04,0.15,0.7,1.5,0.8,2,0.45,2,0.35,0.5,1.3,1.2,10,135.017106771469,13.5017106771469,0.168278363771198,12,1.2,0,-124.595668511723
0.4,0.07,0.01,0.18,2,2.1,0.4,3,1,-2,-0.7,2,5,0.12,0.1,0.25,1.2,2,8,0.6,1.5,0.5,0.4,0.6,1.2,6,70.598450422287,11.7664084037145,0.044765826668006,51,8.5,0,-959.639850142626
0.4,0.05,0.03,0.22,2.5,1.2,0.4,1,4,-0.5,-0.5,0.5,2,0.04,0.05,0.25,1.2,1.5,1,0.25,2,0.2,0.3,0.6,1.5,9,78.4183430671692,8.71314922968547,0.675446402685364,50,5.55555555555556,0,-890.160105087641
0.25,0.07,0.03,0.12,2,1.2,0.5,3,1,-1,-0.9,1.5,2,0.04,0.15,1,2,1,2,0.25,1.5,0.2,0.3,1,1.5,11,114.782432794571,10.4347666176883,0.359226119456697,50,4.54545454545455,0,-862.883047141504
0.35,0.07,0.015,0.08,2.5,1.2,0.5,5,1,-0.5,-0.1,0.5,1,0.08,0.1,0.7,2,2,2,0.35,2,0.2,0.4,1,1,9,79.8059029579163,8.86732255087959,0.204301808102254,50,5.55555555555556,0,-888.18981541771
0.3,0.03,0.005,0.22,2,1.5,0.3,5,2,-0.5,-0.3,1,1,0.1,0.15,0.5,2,1.5,1,0.35,2.5,0.2,0.3,0.8,1.5,15,130.043245792389,8.6695497194926,0.301056508736685,33,2.2,1,-458.179156842415
0.3,0.03,0.01,0.2,1.5,2.4,0.3,1,5,-1.5,-0.5,0.5,4,0.1,0.3,1,1.2,0.8,1,0.35,3,0.35,0.5,0.8,1.5,14,135.021190166473,9.64437072617667,0.634245541951388,42,3,0,-657.282154525199
0.35,0.05,0.005,0.2,2,1.5,0.4,2,3,-2,-0.1,2.5,6,0.06,0.15,1,2,1.2,6,0.25,2.5,0.2,0.3,1,2,15,135.019466400146,9.00129776000977,0.296560813485245,38,2.53333333333333,1,-558.986048467451
0.2,0.03,0.02,0.12,3.5,1.5,0.3,6,2,-0.5,-0.3,2.5,6,0.08,0.15,0.4,2,2,4,0.35,2,0.5,0.3,1,1.5,1,87.6308796405792,87.6308796405792,999,50,50,0,-6199.07719910145
0.25,0.03,0.01,0.18,1.5,2.4,0.7,4,4,-1.5,-0.7,1,5,0.08,0.15,0.25,1.2,1.2,2,0.25,3,0.25,0.4,0.6,1.2,15,124.745883464813,8.31639223098755,0.284199112526083,33,2.2,1,-457.211976140099
0.4,0.03,0.03,0.2,2.5,2.4,0.4,2,3,-1,-0.5,2.5,5,0.04,0.1,1,1.5,0.8,4,0.25,2,0.2,0.4,1,1.2,8,74.7133967876434,9.33917459845543,0.0904447449907939,50,6.25,0,-903.800160221093
0.45,0.07,0.015,0.14,1.5,2.4,0.7,6,2,-2.5,-0.1,2,5,0.12,0.15,0.4,0.8,1,8,0.35,3,0.1,0.3,0.8,1.5,8,73.7792687416077,9.22240859270096,0.601446061697921,50,6.25,0,-906.063251790242
0.4,0.07,0.01,0.12,3,2.4,0.5,1,5,-1.5,-0.7,2,2,0.08,0.2,1,2,0.8,1,0.35,2.5,0.35,0.7,0.6,2,11,99.7379887104034,9.06708988276395,0.561383204560627,50,4.54545454545455,0,-860.474640729713
0.45,0.03,0.01,0.14,2.5,2.4,0.7,4,3,-1,-0.5,0.5,7,0.06,0.3,0.4,0.8,1,6,0.6,2,0.1,0.7,0.8,1.2,10,84.2854483127594,8.42854483127594,0.693099846322863,50,5,0,-874.536861309804
0.15,0.07,0.015,0.1,3.5,1.5,0.4,5,5,-1,-0.9,1.5,7,0.08,0.2,0.25,1.2,1,8,0.35,2.5,0.5,0.7,1,1.5,0,42.5626907348633,999,999,50,50,0,-8492.5
0.45,0.05,0.03,0.22,3.5,2.4,0.8,5,2,-1,-0.3,0.5,3,0.04,0.2,0.7,2,1.5,8,0.45,2.5,0.5,0.3,0.6,1.5,0,29.6571283340454,999,999,50,50,0,-8492.5
0.15,0.05,0.015,0.16,2,1.8,0.7,5,3,-1.5,-0.3,2,3,0.06,0.15,0.5,1.2,2,8,0.6,1.5,0.2,0.5,0.6,2,8,135.028020381928,16.8785025477409,0.180969878668244,13,1.625,0,-183.101105762694
0.35,0.03,0.01,0.18,1.5,1.5,0.2,1,5,-0.5,-0.9,1,6,0.12,0.1,0.7,1.2,0.8,8,0.35,2.5,0.1,0.3,1.3,1,14,135.0012383461,9.64294559614999,0.807635637574892,43,3.07142857142857,0,-678.145542178249
0.15,0.07,0.02,0.2,3,2.1,0.6,3,4,-1.5,-0.7,2,2,0.12,0.2,0.7,1.2,1.2,8,0.25,3,0.1,0.7,1,1.2,5,96.2856395244598,19.257127904892,2.27707096540734,50,10,0,-984.528174589267
0.45,0.03,0.015,0.18,3,1.8,0.8,6,4,-1,-0.1,0.5,6,0.04,0.1,0.25,2,2,4,0.6,2,0.5,0.5,0.6,1.2,8,78.3756852149963,9.79696065187454,1.74104208584322,50,6.25,0,-913.197612058903
0.15,0.07,0.01,0.18,2.5,1.2,0.7,5,1,-0.5,-0.9,0.5,3,0.1,0.1,0.4,1.2,1,6,0.25,2,0.35,0.5,1.3,1.5,12,135.059458494186,11.2549548745155,0.232642649888992,7,0.583333333333333,0,10.6993995642662
0.25,0.07,0.015,0.2,2.5,1.5,0.6,4,3,-0.5,-0.3,1.5,3,0.08,0.3,0.4,1.2,1,2,0.45,1.5,0.25,0.5,1.3,2,14,135.006323575974,9.64330882685525,0.392887082196482,22,1.57142857142857,0,-256.072707478121
0.45,0.03,0.015,0.12,2,2.1,0.4,4,4,-2,-0.3,0.5,5,0.04,0.15,1,1.5,1,1,0.25,3,0.25,0.7,1,1,11,88.6232550144196,8.05665954676542,0.763744654960997,50,4.54545454545455,0,-858.960372141718
0.4,0.07,0.02,0.14,2.5,2.1,0.2,2,5,-2,-0.9,0.5,3,0.12,0.2,0.4,1.2,1.2,6,0.25,2,0.35,0.7,1.3,1.5,11,93.1653337478638,8.46957579526034,0.861092780857518,51,4.63636363636364,0,-880.479403392438
0.35,0.03,0.03,0.14,2,1.2,0.2,5,1,-1.5,-0.1,1,7,0.06,0.2,1,1.5,2,2,0.25,2.5,0.2,0.3,0.8,2,13,111.548130512238,8.58062542401827,0.44974620909078,50,3.84615384615385,0,-828.7002946055
0.4,0.05,0.01,0.14,3.5,2.4,0.6,5,1,-1.5,-0.7,1.5,6,0.08,0.05,0.4,1.5,1.5,4,0.6,2,0.35,0.3,1.3,2,0,28.9582018852234,999,999,50,50,0,-8492.5
0.25,0.05,0.01,0.22,1.5,1.8,0.7,5,3,-2,-0.1,1,5,0.1,0.2,0.25,0.8,1.5,6,0.6,2.5,0.25,0.7,1,2,11,135.043627262115,12.276693387465,0.741644304999714,46,4.18181818181818,0,-789.399954993661
0.25,0.07,0.01,0.16,3.5,1.2,0.3,2,2,-0.5,-0.3,1,7,0.08,0.3,1,2,0.8,4,0.35,3,0.2,0.3,0.6,1.5,1,39.2757875919342,39.2757875919342,999,50,50,0,-6078.18946897984
0.2,0.03,0.03,0.2,1.5,1.8,0.7,1,4,-2,-0.7,0.5,6,0.12,0.2,1,1.2,2,4,0.35,2.5,0.1,0.7,1,1.5,6,113.240978479385,18.8734964132309,1.48835977558323,50,8.33333333333333,0,-964.625539910993
0.35,0.07,0.015,0.2,3.5,2.1,0.8,2,4,-1.5,-0.1,0.5,7,0.08,0.3,0.25,1.5,1.5,6,0.45,1.5,0.1,0.7,0.6,1.5,0,30.8758673667908,999,999,50,50,0,-8492.5
0.2,0.07,0.015,0.18,2.5,1.5,0.8,4,2,-2.5,-0.5,2.5,5,0.04,0.2,0.25,2,1.5,8,0.35,1.5,0.25,0.7,0.6,1.5,15,131.451883554459,8.76345890363058,0.367171324582508,8,0.533333333333333,1,41.255496118011
0.2,0.05,0.01,0.14,1.5,1.2,0.2,1,4,-1,-0.1,0.5,3,0.12,0.1,0.7,2,2,4,0.35,2,0.5,0.7,0.8,1,9,135.007031679153,15.0007812976837,0.116988911740673,31,3.44444444444444,0,-523.086897802913
0.15,0.03,0.03,0.18,2.5,2.4,0.4,4,2,-1,-0.5,0.5,1,0.08,0.1,0.25,0.8,1.5,6,0.45,2.5,0.5,0.5,1.3,1.2,8,135.029661178589,16.8787076473236,2.20652355541362,21,2.625,0,-353.229386895377
0.2,0.07,0.015,0.14,2.5,2.1,0.5,1,3,-1,-0.9,2.5,5,0.1,0.2,0.7,0.8,2,2,0.6,3,0.35,0.3,1,2,14,135.055916786194,9.64685119901385,0.060818206431246,1,0.0714285714285714,0,165.578780970309
0.35,0.03,0.01,0.14,2.5,1.8,0.7,6,4,-2.5,-0.3,1.5,1,0.08,0.15,0.7,1.5,1.2,2,0.25,2.5,0.25,0.5,0.8,1.5,15,108.788328886032,7.25255525906881,0.436857078860708,36,2.4,1,-515.315673541976
0.25,0.07,0.01,0.2,3,2.1,0.3,5,5,-1.5,-0.1,1,4,0.04,0.3,0.7,1.2,1.5,1,0.6,2,0.25,0.7,1,2,0,39.6916391849518,999,999,50,50,0,-8492.5
0.2,0.07,0.02,0.12,2,1.2,0.2,1,2,-1,-0.1,2,3,0.04,0.1,1,1.5,1,6,0.25,2.5,0.1,0.3,0.8,2,13,135.037183046341,10.3874756189493,0.522231092763105,17,1.30769230769231,0,-173.579844511189
0.3,0.05,0.03,0.18,1.5,2.4,0.4,5,1,-2,-0.5,1,1,0.1,0.2,0.5,1.5,1.2,6,0.35,2.5,0.5,0.7,0.6,2,15,122.794278860092,8.18628525733948,0.474464656847087,47,3.13333333333333,1,-737.838036427584
0.45,0.03,0.03,0.18,2,2.1,0.8,3,5,-1.5,-0.3,2.5,1,0.1,0.2,0.7,2,2,8,0.35,3,0.2,0.3,0.8,1,5,63.317319393158,12.6634638786316,0.461768999615302,50,10,0,-958.967504694656
0.25,0.03,0.005,0.2,2,2.4,0.4,5,4,-0.5,-0.7,2,6,0.08,0.2,0.7,1.2,1,1,0.6,2,0.25,0.7,1,1.5,14,135.060976743698,9.64721262454987,0.225040066156778,14,1,0,-95.2432318921586
0.4,0.05,0.005,0.18,1.5,1.2,0.6,4,3,-1.5,-0.3,1,7,0.1,0.2,0.7,1.2,1.2,8,0.6,2,0.35,0.4,0.6,2,11,120.731499195099,10.9755908359181,0.398252302774543,50,4.54545454545455,0,-864.430238603668
0.45,0.07,0.015,0.16,2,1.2,0.8,4,3,-2.5,-0.9,0.5,2,0.04,0.1,1,1.5,2,2,0.35,1.5,0.35,0.5,1,1,7,70.6244161128998,10.0892023018428,0.465605518576936,50,7.14285714285714,0,-922.551033347492
0.35,0.05,0.01,0.22,3,2.4,0.2,2,5,-0.5,-0.7,2.5,5,0.04,0.05,1,1.5,2,8,0.6,2,0.25,0.5,0.6,1.2,0,29.6700870990753,999,999,50,50,0,-8492.5
0.45,0.03,0.01,0.2,1.5,1.2,0.7,6,3,-2.5,-0.1,2,4,0.12,0.2,0.4,0.8,1,2,0.45,2.5,0.25,0.7,1.3,1,9,87.5606322288513,9.72895913653904,0.756944177083968,50,5.55555555555556,0,-893.107118726767
0.35,0.03,0.015,0.22,2,2.1,0.5,4,1,-2.5,-0.1,0.5,4,0.12,0.15,1,1.5,2,8,0.25,2.5,0.2,0.7,0.6,2,13,135.031033992767,10.3870026148283,0.463068071727239,34,2.61538461538462,0,-513.282846895707
0.4,0.05,0.015,0.16,2.5,1.2,0.4,2,5,-0.5,-0.3,2,7,0.12,0.05,0.7,1.5,1.5,8,0.25,3,0.35,0.4,0.8,1.5,12,102.330864191055,8.52757201592127,0.631401330581929,50,4.16666666666667,0,-844.475936692713
0.15,0.03,0.03,0.16,2.5,2.1,0.5,1,2,-1.5,-0.5,1,7,0.08,0.2,0.4,0.8,1.5,4,0.35,1.5,0.2,0.7,1,1.2,12,135.010083436966,11.2508402864138,0.428920504526008,1,0.0833333333333333,0,129.728296761335
0.45,0.03,0.015,0.16,2.5,1.5,0.6,6,3,-2,-0.7,2,2,0.12,0.15,0.5,0.8,2,8,0.45,2.5,0.5,0.4,0.6,1.2,11,94.1893362998962,8.5626669363542,0.403774905559008,50,4.54545454545455,0,-858.425541868681
0.15,0.07,0.03,0.1,2,1.2,0.3,1,4,-2.5,-0.9,2.5,6,0.04,0.05,1,1.2,1.5,2,0.25,3,0.1,0.4,0.6,1.2,13,135.001848697662,10.3847575921279,0.303240972471898,4,0.307692307692308,0,87.5219011573208
0.15,0.05,0.005,0.16,3.5,1.5,0.3,1,5,-2.5,-0.1,2,4,0.04,0.1,0.7,0.8,1.2,4,0.45,1.5,0.25,0.3,0.6,1.5,0,51.9777519702911,999,999,50,50,0,-8492.5
0.35,0.05,0.02,0.08,2,1.8,0.5,5,4,-2.5,-0.3,2,7,0.04,0.2,1,2,0.8,4,0.35,1.5,0.35,0.3,0.8,1.2,9,81.6270370483398,9.06967078314887,0.445278810499753,51,5.66666666666667,0,-909.900571010371
0.35,0.05,0.03,0.08,3.5,1.5,0.8,5,5,-2.5,-0.5,2,6,0.08,0.3,0.25,1.2,1.5,2,0.45,2.5,0.2,0.3,0.8,1.2,8,85.7612898349762,10.720161229372,0.9080311074314,50,6.25,0,-911.340558610587
0.2,0.03,0.03,0.2,3,1.5,0.3,2,1,-1,-0.5,2,5,0.12,0.2,1,2,1.5,8,0.6,2,0.1,0.4,0.6,2,1,71.8006615638733,71.8006615638733,999,50,50,0,-6159.50165390968
0.25,0.05,0.015,0.22,3,1.2,0.3,1,4,-1,-0.1,2.5,2,0.04,0.1,0.25,0.8,0.8,8,0.25,3,0.2,0.7,0.6,1,0,47.3121724128723,999,999,50,50,0,-8492.5
0.2,0.05,0.03,0.18,2,1.8,0.8,4,5,-1,-0.9,1.5,5,0.12,0.3,0.4,2,2,4,0.25,2,0.25,0.3,0.6,1.5,11,135.03346824646,12.2757698405873,0.294112355591943,20,1.81818181818182,0,-267.159986379428
0.3,0.03,0.01,0.18,2,1.2,0.2,3,2,-2,-0.3,0.5,6,0.04,0.3,0.4,0.8,0.8,2,0.25,2.5,0.35,0.3,1,1,10,98.2469570636749,9.82469570636749,0.490863240868869,50,5,0,-877.016055470263
0.35,0.05,0.02,0.1,2,1.8,0.8,5,2,-2.5,-0.7,1.5,1,0.08,0.3,0.25,1.5,1,6,0.45,3,0.2,0.4,0.6,1.2,11,91.0598690509796,8.27816991372542,0.648798800384002,50,4.54545454545455,0,-858.939418786234
0.25,0.07,0.02,0.16,1.5,1.2,0.2,2,4,-2.5,-0.7,1.5,4,0.04,0.1,0.5,0.8,1.5,4,0.6,2.5,0.1,0.7,0.6,1.5,13,135.033321619034,10.3871785860795,0.82034991705411,43,3.30769230769231,0,-695.069696050469
0.25,0.05,0.03,0.12,3,1.5,0.2,1,3,-1,-0.5,1.5,3,0.1,0.05,0.5,1.2,2,1,0.6,2,0.25,0.3,0.8,1.5,14,135.033346176147,9.64523901258196,0.65566310035748,26,1.85714285714286,0,-337.391413033242
0.35,0.03,0.01,0.22,3.5,2.4,0.8,4,1,-0.5,-0.1,2.5,5,0.04,0.05,0.5,1.2,1,2,0.25,2,0.5,0.3,1.3,1.2,0,44.0964963436127,999,999,50,50,0,-8492.5
0.25,0.03,0.01,0.22,2.5,1.2,0.7,1,1,-1.5,-0.3,1,6,0.08,0.3,1,1.5,1.5,6,0.6,2,0.5,0.4,0.6,1,13,135.070395946503,10.3900304574233,0.447549802816448,36,2.76923076923077,0,-553.212825157641
0.15,0.05,0.01,0.16,2,1.5,0.3,3,4,-1.5,-0.5,2.5,6,0.08,0.15,0.4,2,0.8,4,0.6,3,0.5,0.4,0.6,1.2,13,135.056622028351,10.3889709252578,0.175967370746514,1,0.0769230769230769,0,148.147735833123
0.2,0.03,0.03,0.08,1.5,2.4,0.5,1,4,-2,-0.1,2,2,0.1,0.1,0.7,2,1.5,2,0.25,2,0.25,0.4,0.6,1.5,11,133.42721414566,12.1297467405146,0.781148112717064,50,4.54545454545455,0,-869.230107414872
0.4,0.03,0.01,0.16,1.5,2.1,0.2,2,3,-2,-0.7,0.5,5,0.1,0.2,0.7,1.5,2,1,0.35,1.5,0.5,0.7,0.8,1.5,8,93.2708377838135,11.6588547229767,0.199680268733731,50,6.25,0,-910.14553815111
0.2,0.07,0.015,0.08,1.5,1.8,0.5,2,3,-1,-0.9,2,4,0.04,0.3,1,0.8,1,8,0.45,2.5,0.5,0.3,0.8,2,12,135.015040636063,11.2512533863386,0.732844112468624,40,3.33333333333333,0,-651.79235402819
0.2,0.05,0.005,0.16,3,2.1,0.8,5,5,-2,-0.1,2.5,4,0.04,0.1,1,1.5,1.2,1,0.35,2,0.5,0.4,1,1.5,10,135.063838243485,13.5063838243485,1.92167180873473,40,4,0,-693.374318604545
0.45,0.07,0.03,0.16,3.5,2.4,0.7,6,1,-1,-0.3,1.5,6,0.08,0.15,0.25,1.5,0.8,8,0.45,1.5,0.1,0.5,1,1.5,0,26.1749827861786,999,999,50,50,0,-8492.5
0.2,0.03,0.015,0.18,2.5,1.8,0.6,3,4,-0.5,-0.7,1,5,0.1,0.15,0.7,2,1,2,0.45,1.5,0.25,0.7,0.6,1.5,14,135.007951021194,9.64342507294246,0.56227688098957,2,0.142857142857143,0,143.080052912696
0.35,0.03,0.03,0.14,1.5,1.8,0.8,1,2,-2.5,-0.5,2,7,0.04,0.05,0.5,1.2,2,8,0.35,2,0.2,0.4,0.8,2,3,50.816882610321,16.938960870107,0.811054468154907,50,16.6666666666667,0,-1001.40267451604
0.25,0.07,0.02,0.22,3.5,2.4,0.5,1,2,-1.5,-0.7,2.5,2,0.06,0.1,0.5,0.8,0.8,2,0.35,2,0.25,0.3,1.3,1,0,31.1924405097961,999,999,50,50,0,-8492.5
0.2,0.07,0.01,0.18,3,1.8,0.4,4,4,-0.5,-0.1,2,5,0.06,0.15,1,1.5,0.8,4,0.25,2,0.1,0.3,1.3,2,0,44.7026829719543,999,999,50,50,0,-8492.5
0.4,0.03,0.015,0.16,1.5,1.5,0.2,6,3,-2,-0.5,2.5,1,0.08,0.05,1,1.2,1,4,0.25,3,0.1,0.4,1,1,7,70.4770593643188,10.0681513377598,0.924295867003603,50,7.14285714285714,0,-924.791857679418
